1.590000000000000000e+02,7.044000000000000000e+03
8.900000000000000000e+01,4.084300000000000000e+04
1.120000000000000000e+02,2.383700000000000000e+04
2.040000000000000000e+02,2.989600000000000000e+04
2.320000000000000000e+02,2.480900000000000000e+04
6.700000000000000000e+01,1.831300000000000000e+04
1.590000000000000000e+02,3.752000000000000000e+03
1.420000000000000000e+02,5.699000000000000000e+03
8.300000000000000000e+01,6.576200000000000000e+04
1.760000000000000000e+02,2.340000000000000000e+03
1.860000000000000000e+02,3.969600000000000000e+04
6.800000000000000000e+01,3.853800000000000000e+04
1.400000000000000000e+02,4.680000000000000000e+03
1.020000000000000000e+02,3.519400000000000000e+04
2.090000000000000000e+02,5.530600000000000000e+04
1.300000000000000000e+02,5.116700000000000000e+04
9.900000000000000000e+01,1.739800000000000000e+04
1.900000000000000000e+02,3.838900000000000000e+04
8.100000000000000000e+01,6.734700000000000000e+04
2.200000000000000000e+02,5.021700000000000000e+04
2.250000000000000000e+02,2.808700000000000000e+04
2.290000000000000000e+02,4.454900000000000000e+04
1.850000000000000000e+02,5.835900000000000000e+04
8.100000000000000000e+01,3.186200000000000000e+04
2.280000000000000000e+02,5.785900000000000000e+04
1.680000000000000000e+02,5.141000000000000000e+04
1.350000000000000000e+02,3.765800000000000000e+04
7.500000000000000000e+01,1.764000000000000000e+03
1.010000000000000000e+02,3.369900000000000000e+04
1.290000000000000000e+02,1.803200000000000000e+04
2.370000000000000000e+02,1.704400000000000000e+04
8.900000000000000000e+01,1.630100000000000000e+04
1.900000000000000000e+02,7.170000000000000000e+03
2.030000000000000000e+02,3.365100000000000000e+04
2.280000000000000000e+02,3.271800000000000000e+04
1.710000000000000000e+02,1.034000000000000000e+04
1.660000000000000000e+02,4.294600000000000000e+04
1.150000000000000000e+02,1.267000000000000000e+03
2.230000000000000000e+02,4.490500000000000000e+04
1.510000000000000000e+02,2.998200000000000000e+04
1.780000000000000000e+02,4.560000000000000000e+04
1.010000000000000000e+02,4.082400000000000000e+04
1.660000000000000000e+02,2.618300000000000000e+04
2.090000000000000000e+02,3.294700000000000000e+04
1.460000000000000000e+02,8.628000000000000000e+03
1.300000000000000000e+02,4.760700000000000000e+04
1.140000000000000000e+02,3.184000000000000000e+03
7.400000000000000000e+01,2.773500000000000000e+04
1.690000000000000000e+02,5.458600000000000000e+04
1.120000000000000000e+02,4.775700000000000000e+04
1.210000000000000000e+02,5.362200000000000000e+04
2.120000000000000000e+02,1.434600000000000000e+04
2.150000000000000000e+02,7.334000000000000000e+03
2.190000000000000000e+02,3.567800000000000000e+04
1.960000000000000000e+02,4.120800000000000000e+04
8.000000000000000000e+01,2.730300000000000000e+04
6.800000000000000000e+01,2.949200000000000000e+04
1.660000000000000000e+02,6.198200000000000000e+04
1.290000000000000000e+02,5.359900000000000000e+04
1.830000000000000000e+02,1.647100000000000000e+04
2.260000000000000000e+02,5.243800000000000000e+04
1.580000000000000000e+02,3.867500000000000000e+04
8.000000000000000000e+01,6.734900000000000000e+04
1.020000000000000000e+02,2.561500000000000000e+04
9.900000000000000000e+01,5.222700000000000000e+04
1.210000000000000000e+02,4.280500000000000000e+04
1.150000000000000000e+02,7.223000000000000000e+03
2.190000000000000000e+02,3.853000000000000000e+04
1.750000000000000000e+02,5.028100000000000000e+04
1.020000000000000000e+02,1.062700000000000000e+04
2.000000000000000000e+02,4.170100000000000000e+04
1.650000000000000000e+02,1.306700000000000000e+04
1.030000000000000000e+02,4.682700000000000000e+04
8.300000000000000000e+01,4.995400000000000000e+04
2.030000000000000000e+02,4.988000000000000000e+03
1.280000000000000000e+02,4.005600000000000000e+04
